idx,code,new_code,ast,actual label
172,"```python
def total_match(lst1, lst2):
    sum1 = sum(len(s) for s in lst1)
    sum2 = sum(len(s) for s in lst2)
    if sum1 < sum2:
        return lst1
    elif sum2 < sum1:
        return lst2
    else:
        return lst1
```","```python
def total_match(var_1, var_2):
    var_3 = sum(len(s) for s in var_1)
    var_4 = sum(len(s) for s in var_2)
    if var_3 < var_4:
        return var_1
    elif var_4 < var_3:
        return var_2
    else:
        return var_1
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def total_match parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left sum generator_expression::left ( call::left len argument_list::left ( s ) argument_list::right call::right for_in_clause::left for s in var_1 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left sum generator_expression::left ( call::left len argument_list::left ( s ) argument_list::right call::right for_in_clause::left for s in var_2 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_3 < var_4 comparison_operator::right : block::left return_statement::left return var_1 return_statement::right block::right elif_clause::left elif comparison_operator::left var_4 < var_3 comparison_operator::right : block::left return_statement::left return var_2 return_statement::right block::right elif_clause::right else_clause::left else : block::left return_statement::left return var_1 return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
173,"```python
def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    return [s for s in strings if s.startswith(prefix)]
```","```python
def filter_by_prefix(var_1: List[str], var_2: str) -> List[str]:
    return [s for s in var_1 if s.startswith(var_2)]
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def filter_by_prefix parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left var_2 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left return_statement::left return list_comprehension::left [ s for_in_clause::left for s in var_1 for_in_clause::right if_clause::left if call::left attribute::left s . startswith attribute::right argument_list::left ( var_2 ) argument_list::right call::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
174,"```python
def starts_one_ends(n):
    if n == 1:
        return 1
    start_with_1 = 10**(n-1)
    end_with_1 = 9 * 10**(n-2)
    return start_with_1 + end_with_1
```","```python
def starts_one_ends(var_1):
    if var_1 == 1:
        return 1
    var_2 = 10**(var_1-1)
    var_3 = 9 * 10**(var_1-2)
    return var_2 + var_3
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def starts_one_ends parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 == 1 comparison_operator::right : block::left return_statement::left return 1 return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = binary_operator::left 10 ** parenthesized_expression::left ( binary_operator::left var_1 - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = binary_operator::left 9 * binary_operator::left 10 ** parenthesized_expression::left ( binary_operator::left var_1 - 2 binary_operator::right ) parenthesized_expression::right binary_operator::right binary_operator::right assignment::right expression_statement::right return_statement::left return binary_operator::left var_2 + var_3 binary_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
175,"    def digits_sum(n):
        neg = 1
        if n < 0: n, neg = -1 * n, -1 
        n = [int(i) for i in str(n)]
        n[0] = n[0] * neg
        return sum(n)
    return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in arr])))
","    def digits_sum(var_1):
        var_2 = 1
        if var_1 < 0: var_1, var_2 = -1 * var_1, -1 
        var_1 = [int(i) for i in str(var_1)]
        var_1[0] = var_1[0] * var_2
        return sum(var_1)
    return len(list(filter(lambda x: x > 0, [digits_sum(i) for i in arr])))
","module::left function_definition::left def digits_sum parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 1 assignment::right expression_statement::right if_statement::left if comparison_operator::left var_1 < 0 comparison_operator::right : block::left expression_statement::left assignment::left pattern_list::left var_1 , var_2 pattern_list::right = expression_list::left binary_operator::left unary_operator::left - 1 unary_operator::right * var_1 binary_operator::right , unary_operator::left - 1 unary_operator::right expression_list::right assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left var_1 = list_comprehension::left [ call::left int argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left str argument_list::left ( var_1 ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left var_1 [ 0 ] subscript::right = binary_operator::left subscript::left var_1 [ 0 ] subscript::right * var_2 binary_operator::right assignment::right expression_statement::right return_statement::left return call::left sum argument_list::left ( var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right return_statement::left return call::left len argument_list::left ( call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x > 0 comparison_operator::right lambda::right , list_comprehension::left [ call::left digits_sum argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in arr for_in_clause::right ] list_comprehension::right ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right module::right",1
176,"```python
def even_odd_palindrome(n):
    even_count = 0
    odd_count = 0
    for i in range(1, n + 1):
        if str(i) == str(i)[::-1]:  # Check if the number is a palindrome
            if i % 2 == 0:
                even_count += 1
            else:
                odd_count += 1
    return (even_count, odd_count)
```","```python
def even_odd_palindrome(var_1):
    var_2 = 0
    var_3 = 0
    for var_4 in range(1, var_1 + 1):
        if str(var_4) == str(var_4)[::-1]:  # Check if the number is a palindrome
            if var_4 % 2 == 0:
                var_2 += 1
            else:
                var_3 += 1
    return (var_2, var_3)
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def even_odd_palindrome parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 1 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left call::left str argument_list::left ( var_4 ) argument_list::right call::right == subscript::left call::left str argument_list::left ( var_4 ) argument_list::right call::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right comparison_operator::right : # Check if the number is a palindrome block::left if_statement::left if comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( var_2 , var_3 ) tuple::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
177,"    res, switch = [], True
    while lst:
        res.append(min(lst) if switch else max(lst))
        lst.remove(res[-1])
        switch = not switch
    return res
","    var_1, var_2 = [], True
    while lst:
        var_1.append(min(lst) if var_2 else max(lst))
        lst.remove(var_1[-1])
        var_2 = not var_2
    return var_1
","module::left expression_statement::left assignment::left pattern_list::left var_1 , var_2 pattern_list::right = expression_list::left list::left [ ] list::right , True expression_list::right assignment::right expression_statement::right while_statement::left while lst : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( conditional_expression::left call::left min argument_list::left ( lst ) argument_list::right call::right if var_2 else call::left max argument_list::left ( lst ) argument_list::right call::right conditional_expression::right ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left lst . remove attribute::right argument_list::left ( subscript::left var_1 [ unary_operator::left - 1 unary_operator::right ] subscript::right ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_2 = not_operator::left not var_2 not_operator::right assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_1 return_statement::right module::right",1
178,"    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair
","    var_1 = None
    var_2 = None

    for var_3, var_4 in enumerate(numbers):
        for var_5, var_6 in enumerate(numbers):
            if var_3 != var_5:
                if var_2 is None:
                    var_2 = abs(var_4 - var_6)
                    var_1 = tuple(sorted([var_4, var_6]))
                else:
                    var_7 = abs(var_4 - var_6)
                    if var_7 < var_2:
                        var_2 = var_7
                        var_1 = tuple(sorted([var_4, var_6]))

    return var_1
","module::left expression_statement::left assignment::left var_1 = None assignment::right expression_statement::right expression_statement::left assignment::left var_2 = None assignment::right expression_statement::right for_statement::left for pattern_list::left var_3 , var_4 pattern_list::right in call::left enumerate argument_list::left ( numbers ) argument_list::right call::right : block::left for_statement::left for pattern_list::left var_5 , var_6 pattern_list::right in call::left enumerate argument_list::left ( numbers ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left var_3 != var_5 comparison_operator::right : block::left if_statement::left if comparison_operator::left var_2 is None comparison_operator::right : block::left expression_statement::left assignment::left var_2 = call::left abs argument_list::left ( binary_operator::left var_4 - var_6 binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_1 = call::left tuple argument_list::left ( call::left sorted argument_list::left ( list::left [ var_4 , var_6 ] list::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left var_7 = call::left abs argument_list::left ( binary_operator::left var_4 - var_6 binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_7 < var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_2 = var_7 assignment::right expression_statement::right expression_statement::left assignment::left var_1 = call::left tuple argument_list::left ( call::left sorted argument_list::left ( list::left [ var_4 , var_6 ] list::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right else_clause::right if_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return var_1 return_statement::right module::right",1
179,"```python
import math

def sum_squares(lst):
    return sum(math.ceil(x) ** 2 for x in lst)
```","```python
import math

def sum_squares(var_1):
    return sum(math.ceil(x) ** 2 for x in var_1)
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def sum_squares parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sum generator_expression::left ( binary_operator::left call::left attribute::left math . ceil attribute::right argument_list::left ( x ) argument_list::right call::right ** 2 binary_operator::right for_in_clause::left for x in var_1 for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
180,"    def is_prime(k):
        if k < 2:
            return False
        for i in range(2, k - 1):
            if k % i == 0:
                return False
        return True
    largest = 1
    for j in range(2, n + 1):
        if n % j == 0 and is_prime(j):
            largest = max(largest, j)
    return largest
","    def is_prime(var_1):
        if var_1 < 2:
            return False
        for var_2 in range(2, var_1 - 1):
            if var_1 % var_2 == 0:
                return False
        return True
    var_3 = 1
    for var_4 in range(2, n + 1):
        if n % var_4 == 0 and is_prime(var_4):
            var_3 = max(var_3, var_4)
    return var_3
","module::left function_definition::left def is_prime parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 < 2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for var_2 in call::left range argument_list::left ( 2 , binary_operator::left var_1 - 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_1 % var_2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 2 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left n % var_4 binary_operator::right == 0 comparison_operator::right and call::left is_prime argument_list::left ( var_4 ) argument_list::right call::right boolean_operator::right : block::left expression_statement::left assignment::left var_3 = call::left max argument_list::left ( var_3 , var_4 ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right module::right",1
181,"    import re
    sentences = re.split(r'[.?!]\s*', S)
    return sum(sentence[0:2] == 'I ' for sentence in sentences)
","    import re
    var_1 = re.split(r'[.?!]\s*', S)
    return sum(sentence[0:2] == 'I ' for sentence in var_1)
","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right expression_statement::left assignment::left var_1 = call::left attribute::left re . split attribute::right argument_list::left ( string::left r' [.?!]\s* ' string::right , S ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left sum generator_expression::left ( comparison_operator::left subscript::left sentence [ slice::left 0 : 2 slice::right ] subscript::right == string::left ' I  ' string::right comparison_operator::right for_in_clause::left for sentence in var_1 for_in_clause::right ) generator_expression::right call::right return_statement::right module::right",1
182,"    return n%2 == 0 and n >= 8
","    return n%2 == 0 and n >= 8
",module::left return_statement::left return boolean_operator::left comparison_operator::left binary_operator::left n % 2 binary_operator::right == 0 comparison_operator::right and comparison_operator::left n >= 8 comparison_operator::right boolean_operator::right return_statement::right module::right,1
183,"```python
def circular_shift(x, shift):
    s = str(x)
    n = len(s)
    if shift >= n:
        return s[::-1]
    shift = shift % n
    return s[-shift:] + s[:-shift]
```","```python
def circular_shift(var_1, var_2):
    var_3 = str(var_1)
    var_4 = len(var_3)
    if var_2 >= var_4:
        return var_3[::-1]
    var_2 = var_2 % var_4
    return var_3[-var_2:] + var_3[:-var_2]
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def circular_shift parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left str argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left len argument_list::left ( var_3 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 >= var_4 comparison_operator::right : block::left return_statement::left return subscript::left var_3 [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = binary_operator::left var_2 % var_4 binary_operator::right assignment::right expression_statement::right return_statement::left return binary_operator::left subscript::left var_3 [ slice::left unary_operator::left - var_2 unary_operator::right : slice::right ] subscript::right + subscript::left var_3 [ slice::left : unary_operator::left - var_2 unary_operator::right slice::right ] subscript::right binary_operator::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
184,"    if(len(arr) == 0): return []
    evens = list(filter(lambda x: x%2 == 0, arr))
    if(evens == []): return []
    return [min(evens), arr.index(min(evens))]
","    if(len(arr) == 0): return []
    var_1 = list(filter(lambda x: x%2 == 0, arr))
    if(var_1 == []): return []
    return [min(var_1), arr.index(min(var_1))]
","module::left if_statement::left if parenthesized_expression::left ( comparison_operator::left call::left len argument_list::left ( arr ) argument_list::right call::right == 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_1 = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left binary_operator::left x % 2 binary_operator::right == 0 comparison_operator::right lambda::right , arr ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left var_1 == list::left [ ] list::right comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right return_statement::left return list::left [ call::left min argument_list::left ( var_1 ) argument_list::right call::right , call::left attribute::left arr . index attribute::right argument_list::left ( call::left min argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right ] list::right return_statement::right module::right",1
185,"```python
def add(lst):
    return sum(lst[i] for i in range(1, len(lst), 2) if lst[i] % 2 == 0)
```","```python
def add(var_1):
    return sum(var_1[i] for i in range(1, len(var_1), 2) if var_1[i] % 2 == 0)
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def add parameters::left ( var_1 ) parameters::right : block::left return_statement::left return call::left sum generator_expression::left ( subscript::left var_1 [ i ] subscript::right for_in_clause::left for i in call::left range argument_list::left ( 1 , call::left len argument_list::left ( var_1 ) argument_list::right call::right , 2 ) argument_list::right call::right for_in_clause::right if_clause::left if comparison_operator::left binary_operator::left subscript::left var_1 [ i ] subscript::right % 2 binary_operator::right == 0 comparison_operator::right if_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
186,"    return [x for x in values if isinstance(x, int)]
","    return [x for x in values if isinstance(x, int)]
","module::left return_statement::left return list_comprehension::left [ x for_in_clause::left for x in values for_in_clause::right if_clause::left if call::left isinstance argument_list::left ( x , int ) argument_list::right call::right if_clause::right ] list_comprehension::right return_statement::right module::right",1
187,"    result =[]
    for i in range(len(lst)):
        if i %3 == 0:
            result.append(lst[i]**2)
        elif i % 4 == 0 and i%3 != 0:
            result.append(lst[i]**3)
        else:
            result.append(lst[i])
    return sum(result)
","    var_1 =[]
    for var_2 in range(len(lst)):
        if var_2 %3 == 0:
            var_1.append(lst[var_2]**2)
        elif var_2 % 4 == 0 and var_2%3 != 0:
            var_1.append(lst[var_2]**3)
        else:
            var_1.append(lst[var_2])
    return sum(var_1)
",module::left expression_statement::left assignment::left var_1 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_2 in call::left range argument_list::left ( call::left len argument_list::left ( lst ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_2 % 3 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( binary_operator::left subscript::left lst [ var_2 ] subscript::right ** 2 binary_operator::right ) argument_list::right call::right expression_statement::right block::right elif_clause::left elif boolean_operator::left comparison_operator::left binary_operator::left var_2 % 4 binary_operator::right == 0 comparison_operator::right and comparison_operator::left binary_operator::left var_2 % 3 binary_operator::right != 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( binary_operator::left subscript::left lst [ var_2 ] subscript::right ** 3 binary_operator::right ) argument_list::right call::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( subscript::left lst [ var_2 ] subscript::right ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return call::left sum argument_list::left ( var_1 ) argument_list::right call::right return_statement::right module::right,1
188,"```python
def eat(number, need, remaining):
    if remaining >= need:
        total_eaten = number + need
        remaining_carrots = remaining - need
    else:
        total_eaten = number + remaining
        remaining_carrots = 0
    return [total_eaten, remaining_carrots]
```","```python
def eat(var_1, var_2, var_3):
    if var_3 >= var_2:
        var_4 = var_1 + var_2
        var_5 = var_3 - var_2
    else:
        var_4 = var_1 + var_3
        var_5 = 0
    return [var_4, var_5]
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def eat parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left if_statement::left if comparison_operator::left var_3 >= var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_4 = binary_operator::left var_1 + var_2 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = binary_operator::left var_3 - var_2 binary_operator::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left var_4 = binary_operator::left var_1 + var_3 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = 0 assignment::right expression_statement::right block::right else_clause::right if_statement::right return_statement::left return list::left [ var_4 , var_5 ] list::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
189,"```python
def longest(strings: List[str]) -> Optional[str]:
    if not strings:
        return None
    return max(strings, key=len)
```","```python
def longest(var_1: List[str]) -> Optional[str]:
    if not var_1:
        return None
    return max(var_1, key=len)
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def longest parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left Optional type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left if_statement::left if not_operator::left not var_1 not_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right return_statement::left return call::left max argument_list::left ( var_1 , keyword_argument::left key = len keyword_argument::right ) argument_list::right call::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
190,"def max_element(l: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
    if not l:
        return None
    max_val = l[0]
    for num in l:
        if num > max_val:
            max_val = num
    return max_val","def max_element(var_1: list):
    """"""Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
    """"""
    if not var_1:
        return None
    var_2 = var_1[0]
    for var_3 in var_1:
        if var_3 > var_2:
            var_2 = var_3
    return var_2","module::left function_definition::left def max_element parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" Return maximum element in the list.
    >>> max_element([1, 2, 3])
    3
    >>> max_element([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    123
     """""" string::right expression_statement::right if_statement::left if not_operator::left not var_1 not_operator::right : block::left return_statement::left return None return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = subscript::left var_1 [ 0 ] subscript::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left var_3 > var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_2 = var_3 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",0
191,"```python
def concatenate(strings: List[str]) -> str:
    return ''.join(strings)
```","```python
def concatenate(var_1: List[str]) -> str:
    return ''.join(var_1)
```",module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def concatenate parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right,0
192,"    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","    def parse_paren_group(var_1):
        var_2 = 0
        var_3 = 0
        for var_4 in var_1:
            if var_4 == '(':
                var_2 += 1
                var_3 = max(var_2, var_3)
            else:
                var_2 -= 1

        return var_3

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]
","module::left function_definition::left def parse_paren_group parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left if_statement::left if comparison_operator::left var_4 == string::left ' ( ' string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += 1 augmented_assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left max argument_list::left ( var_2 , var_3 ) argument_list::right call::right assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_2 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right return_statement::left return list_comprehension::left [ call::left parse_paren_group argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left attribute::left paren_string . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right for_in_clause::right if_clause::left if x if_clause::right ] list_comprehension::right return_statement::right module::right",1
193,"```python
def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total
```","```python
def sum_squares(var_1):
    var_2 = 0
    for var_3, var_4 in enumerate(var_1):
        if var_3 % 3 == 0:
            var_2 += var_4 ** 2
        elif var_3 % 4 == 0:
            var_2 += var_4 ** 3
        else:
            var_2 += var_4
    return var_2
```","module::left ERROR::left string::left ` ` string::right ` ERROR::right expression_statement::left python expression_statement::right function_definition::left def sum_squares parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for pattern_list::left var_3 , var_4 pattern_list::right in call::left enumerate argument_list::left ( var_1 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_3 % 3 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += binary_operator::left var_4 ** 2 binary_operator::right augmented_assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left binary_operator::left var_3 % 4 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += binary_operator::left var_4 ** 3 binary_operator::right augmented_assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_2 += var_4 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right ERROR::left string::left ` ` string::right ` ERROR::right module::right",0
194,"    return sum(range(n + 1))
","    return sum(range(n + 1))
",module::left return_statement::left return call::left sum argument_list::left ( call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right module::right,1
