idx,code,new_code,ast,actual label
68,"def largest_divisor(n: int) -> int:
    """""" For a given number n, find the largest number that divides n evenly, smaller than n
    >>> largest_divisor(1","def largest_divisor(var_1: int) -> int:
    """""" For a given number var_1, find the largest number that divides var_1 evenly, smaller than var_1
    >>> largest_divisor(1","module::left function_definition::left def largest_divisor parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right -> type::left int type::right : ERROR::left """""" For a given number var_1 , ERROR::left find the largest number that divides var_1 ERROR::right evenly , smaller ERROR::left than var_1 >> ERROR::right > largest_divisor ( 1 ERROR::right  function_definition::right module::right",0
69,"def is_nested(string):
    '''
    Create a function that takes a string as input which contains only square brackets.
    The function should return True if and only if","def is_nested(var_1):
    '''
    Create a function that takes a var_1 as input which contains only square brackets.
    The function should return True if and only if",module::left function_definition::left def is_nested parameters::left ( var_1 ) parameters::right : ERROR::left ''' Create a function that takes a as_pattern::left var_1 as ERROR::left input which contains only square attribute::left brackets . The attribute::right function should return ERROR::right as_pattern_target::left True as_pattern_target::right as_pattern::right if ERROR::left and ERROR::right only if ERROR::right  function_definition::right module::right,0
70,"def odd_count(lst):
    """"""Given a list of strings, where each string consists of only digits, return a list.
    Each element i of the output should be ""the number","def odd_count(var_1):
    """"""Given a list of strings, where each string consists of only digits, return a list.
    Each element i of the output should be ""the number","module::left function_definition::left def odd_count parameters::left ( var_1 ) parameters::right : ERROR::left """""" the ERROR::right block::left expression_statement::left number expression_statement::right block::right function_definition::right module::right",0
71,"    s = str(x)
    if shift > len(s):
        return s[::-1]
    else:
        return s[len(s) - shift:] + s[:len(s) - shift]
","    var_1 = str(x)
    if shift > len(var_1):
        return var_1[::-1]
    else:
        return var_1[len(var_1) - shift:] + var_1[:len(var_1) - shift]
",module::left expression_statement::left assignment::left var_1 = call::left str argument_list::left ( x ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left shift > call::left len argument_list::left ( var_1 ) argument_list::right call::right comparison_operator::right : block::left return_statement::left return subscript::left var_1 [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right return_statement::right block::right else_clause::left else : block::left return_statement::left return binary_operator::left subscript::left var_1 [ slice::left binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - shift binary_operator::right : slice::right ] subscript::right + subscript::left var_1 [ slice::left : binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right - shift binary_operator::right slice::right ] subscript::right binary_operator::right return_statement::right block::right else_clause::right if_statement::right module::right,1
72,"def is_multiply_prime(a):
    """"""Write a function that returns true if the given number is the multiplication of 3 prime numbers
    and false otherwise.
    Knowing that","def is_multiply_prime(var_1):
    """"""Write var_1 function that returns true if the given number is the multiplication of 3 prime numbers
    and false otherwise.
    Knowing that","module::left function_definition::left def is_multiply_prime parameters::left ( var_1 ) parameters::right : ERROR::left """""" Write var_1 function that returns true if ERROR::left the given ERROR::right boolean_operator::left comparison_operator::left number is ERROR::left the multiplication of 3 prime ERROR::right numbers comparison_operator::right and ERROR::left false ERROR::right attribute::left otherwise . Knowing attribute::right boolean_operator::right that ERROR::right  function_definition::right module::right",0
73,"    return set(s0) == set(s1)
","    return set(s0) == set(s1)
",module::left return_statement::left return comparison_operator::left call::left set argument_list::left ( s0 ) argument_list::right call::right == call::left set argument_list::left ( s1 ) argument_list::right call::right comparison_operator::right return_statement::right module::right,1
74,"def fix_spaces(text):
    """"""
    Given a string text, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces,","def fix_spaces(var_1):
    """"""
    Given a string var_1, replace all spaces in it with underscores, 
    and if a string has more than 2 consecutive spaces,","module::left function_definition::left def fix_spaces parameters::left ( var_1 ) parameters::right : ERROR::left """""" Given a string ERROR::right block::left expression_statement::left var_1 , comparison_operator::left replace ERROR::left all spaces ERROR::right in it comparison_operator::right expression_statement::right ERROR::left with with_item::left underscores with_item::right , and if ERROR::left a string has more than 2 ERROR::right consecutive spaces , ERROR::right block::right function_definition::right module::right",0
75,"    if n < 2:
        return False
    for k in range(2, n - 1):
        if n % k == 0:
            return False
    return True
","    if n < 2:
        return False
    for var_1 in range(2, n - 1):
        if n % var_1 == 0:
            return False
    return True
","module::left if_statement::left if comparison_operator::left n < 2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for var_1 in call::left range argument_list::left ( 2 , binary_operator::left n - 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % var_1 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right module::right",1
76,"def count_nums(arr):
    """"""
    Write a function count_nums which takes an array of integers and returns
    the number of elements which has a sum of digits >","def count_nums(var_1):
    """"""
    Write a function count_nums which takes an array of integers and returns
    the number of elements which has a sum of digits >","module::left function_definition::left def count_nums parameters::left ( var_1 ) parameters::right : ERROR::left """""" Write a function count_nums which takes an array of ERROR::right block::left expression_statement::left boolean_operator::left integers and returns boolean_operator::right expression_statement::right ERROR::left the number of elements which has a sum of digits > ERROR::right block::right function_definition::right module::right",0
77,"def sort_array(arr):
    """"""
    In this Kata, you have to sort an array of non-negative integers according to
    number of ones in their binary representation","def sort_array(var_1):
    """"""
    In this Kata, you have to sort an array of non-negative integers according to
    number of ones in their binary representation","module::left function_definition::left def sort_array parameters::left ( var_1 ) parameters::right : ERROR::left """""" In this ERROR::right block::left expression_statement::left Kata , ERROR::left you have to sort an array of ERROR::right binary_operator::left non - ERROR::left negative integers according ERROR::right to binary_operator::right expression_statement::right expression_statement::left comparison_operator::left number ERROR::left of ones ERROR::right in ERROR::left their binary ERROR::right representation comparison_operator::right expression_statement::right block::right function_definition::right module::right",0
78,"def is_sorted(lst):
    if len(lst) <= 1:
        return True

    # Check for more than one duplicate of the same number
    # A number can","def is_sorted(var_1):
    if len(var_1) <= 1:
        return True

    # Check for more than one duplicate of the same number
    # A number can",module::left function_definition::left def is_sorted parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right <= 1 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right # Check for more than one duplicate of the same number # A number can block::right function_definition::right module::right,0
79,"def move_one_ball(arr):
    """"""We have an array 'arr' of N integers arr[1], arr[2], ..., arr[N].The
    numbers in","def move_one_ball(var_1):
    """"""We have an array 'arr' of N integers var_1[1], var_1[2], ..., var_1[N].The
    numbers in","module::left function_definition::left def move_one_ball parameters::left ( var_1 ) parameters::right : ERROR::left """""" We have an array string::left ' arr ' string::right of N integers ERROR::right block::left expression_statement::left subscript::left var_1 [ 1 ] subscript::right , subscript::left var_1 [ 2 ] subscript::right , ... , attribute::left subscript::left var_1 [ N ] subscript::right . The attribute::right expression_statement::right ERROR::left numbers in ERROR::right block::right function_definition::right module::right",0
80,"    primes = []
    for i in range(2, n):
        is_prime = True
        for j in range(2, i):
            if i % j == 0:
                is_prime = False
                break
        if is_prime:
            primes.append(i)
    return primes

","    var_1 = []
    for var_2 in range(2, n):
        var_3 = True
        for var_4 in range(2, var_2):
            if var_2 % var_4 == 0:
                var_3 = False
                break
        if var_3:
            var_1.append(var_2)
    return var_1

","module::left expression_statement::left assignment::left var_1 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_2 in call::left range argument_list::left ( 2 , n ) argument_list::right call::right : block::left expression_statement::left assignment::left var_3 = True assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 2 , var_2 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_2 % var_4 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left assignment::left var_3 = False assignment::right expression_statement::right break_statement::left break break_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if var_3 : block::left expression_statement::left call::left attribute::left var_1 . append attribute::right argument_list::left ( var_2 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_1 return_statement::right module::right",1
81,"def is_prime(n):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
    if n <= 1:
        return False
    if n == 2:
        return True
    if n % 2 == 0:
        return False
    
    i = 3
    while i * i <= n:
        if n % i == 0:
            return False
        i += 2
    return True","def is_prime(var_1):
    """"""Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
    """"""
    if var_1 <= 1:
        return False
    if var_1 == 2:
        return True
    if var_1 % 2 == 0:
        return False
    
    var_2 = 3
    while var_2 * var_2 <= var_1:
        if var_1 % var_2 == 0:
            return False
        var_2 += 2
    return True","module::left function_definition::left def is_prime parameters::left ( var_1 ) parameters::right : block::left expression_statement::left string::left """""" Return true if a given number is prime, and false otherwise.
    >>> is_prime(6)
    False
    >>> is_prime(101)
    True
    >>> is_prime(11)
    True
    >>> is_prime(13441)
    True
    >>> is_prime(61)
    True
    >>> is_prime(4)
    False
    >>> is_prime(1)
    False
     """""" string::right expression_statement::right if_statement::left if comparison_operator::left var_1 <= 1 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left var_1 == 2 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = 3 assignment::right expression_statement::right while_statement::left while comparison_operator::left binary_operator::left var_2 * var_2 binary_operator::right <= var_1 comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_1 % var_2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left var_2 += 2 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",0
82,"    if l == sorted(l) or l == sorted(l, reverse=True):
        return True
    return False
","    if l == sorted(l) or l == sorted(l, reverse=True):
        return True
    return False
","module::left if_statement::left if boolean_operator::left comparison_operator::left l == call::left sorted argument_list::left ( l ) argument_list::right call::right comparison_operator::right or comparison_operator::left l == call::left sorted argument_list::left ( l , keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right comparison_operator::right boolean_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right return_statement::left return False return_statement::right module::right",1
83,"def bf(planet1, planet2):
    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
    planets_order = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")

    if planet1 not in planets_order or planet2 not in planets_order:
        return ()

    idx1 = planets_order.index(planet1)
    idx2 = planets_order.index(planet2)

    start_index = min(idx1, idx2)
    end_index = max(idx1, idx2)

    # The slice should exclude planet1 and planet2 themselves
    # So we start from start_index + 1 and go up to end_index (exclusive)
    return planets_order[start_index + 1 : end_index]","def bf(var_1, var_2):
    '''
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
    '''
    var_3 = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")

    if var_1 not in var_3 or var_2 not in var_3:
        return ()

    var_4 = var_3.index(var_1)
    var_5 = var_3.index(var_2)

    var_6 = min(var_4, var_5)
    var_7 = max(var_4, var_5)

    # The slice should exclude planet1 and planet2 themselves
    # So we start from start_index + 1 and go up to end_index (exclusive)
    return var_3[var_6 + 1 : var_7]","module::left function_definition::left def bf parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left string::left ''' 
    There are eight planets in our solar system: the closerst to the Sun 
    is Mercury, the next one is Venus, then Earth, Mars, Jupiter, Saturn, 
    Uranus, Neptune.
    Write a function that takes two planet names as strings planet1 and planet2. 
    The function should return a tuple containing all planets whose orbits are 
    located between the orbit of planet1 and the orbit of planet2, sorted by 
    the proximity to the sun. 
    The function should return an empty tuple if planet1 or planet2
    are not correct planet names. 
    Examples
    bf(""Jupiter"", ""Neptune"") ==> (""Saturn"", ""Uranus"")
    bf(""Earth"", ""Mercury"") ==> (""Venus"")
    bf(""Mercury"", ""Uranus"") ==> (""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"")
     ''' string::right expression_statement::right expression_statement::left assignment::left var_3 = tuple::left ( string::left "" Mercury "" string::right , string::left "" Venus "" string::right , string::left "" Earth "" string::right , string::left "" Mars "" string::right , string::left "" Jupiter "" string::right , string::left "" Saturn "" string::right , string::left "" Uranus "" string::right , string::left "" Neptune "" string::right ) tuple::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left var_1 not in var_3 comparison_operator::right or comparison_operator::left var_2 not in var_3 comparison_operator::right boolean_operator::right : block::left return_statement::left return tuple::left ( ) tuple::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_4 = call::left attribute::left var_3 . index attribute::right argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = call::left attribute::left var_3 . index attribute::right argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_6 = call::left min argument_list::left ( var_4 , var_5 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_7 = call::left max argument_list::left ( var_4 , var_5 ) argument_list::right call::right assignment::right expression_statement::right # The slice should exclude planet1 and planet2 themselves # So we start from start_index + 1 and go up to end_index (exclusive) return_statement::left return subscript::left var_3 [ slice::left binary_operator::left var_6 + 1 binary_operator::right : var_7 slice::right ] subscript::right return_statement::right block::right function_definition::right module::right",0
84,"def find_max(words):
    """"""Write a function that accepts a list of strings.
    The list contains different words. Return the word with maximum number
    of unique characters.","def find_max(var_1):
    """"""Write a function that accepts a list of strings.
    The list contains different var_1. Return the word with maximum number
    of unique characters.","module::left function_definition::left def find_max parameters::left ( var_1 ) parameters::right : ERROR::left """""" Write a function that accepts a list of attribute::left strings . The attribute::right list contains different attribute::left var_1 . Return attribute::right the word with ERROR::left maximum number of unique ERROR::right characters . ERROR::right  function_definition::right module::right",0
85,"    depth = 0
    for b in brackets:
        if b == ""("":
            depth += 1
        else:
            depth -= 1
        if depth < 0:
            return False
    return depth == 0
","    var_1 = 0
    for var_2 in var_3:
        if var_2 == ""("":
            var_1 += 1
        else:
            var_1 -= 1
        if var_1 < 0:
            return False
    return var_1 == 0
","module::left expression_statement::left assignment::left var_1 = 0 assignment::right expression_statement::right for_statement::left for var_2 in var_3 : block::left if_statement::left if comparison_operator::left var_2 == string::left "" ( "" string::right comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_1 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_1 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right if_statement::left if comparison_operator::left var_1 < 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return comparison_operator::left var_1 == 0 comparison_operator::right return_statement::right module::right",1
86,"    strong = extensions[0]
    my_val = len([x for x in extensions[0] if x.isalpha() and x.isupper()]) - len([x for x in extensions[0] if x.isalpha() and x.islower()])
    for s in extensions:
        val = len([x for x in s if x.isalpha() and x.isupper()]) - len([x for x in s if x.isalpha() and x.islower()])
        if val > my_val:
            strong = s
            my_val = val

    ans = class_name + ""."" + strong
    return ans

","    var_1 = var_4[0]
    var_2 = len([x for x in var_4[0] if x.isalpha() and x.isupper()]) - len([x for x in var_4[0] if x.isalpha() and x.islower()])
    for var_3 in var_4:
        var_5 = len([x for x in var_3 if x.isalpha() and x.isupper()]) - len([x for x in var_3 if x.isalpha() and x.islower()])
        if var_5 > var_2:
            var_1 = var_3
            var_2 = var_5

    var_6 = class_name + ""."" + var_1
    return var_6

","module::left expression_statement::left assignment::left var_1 = subscript::left var_4 [ 0 ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = binary_operator::left call::left len argument_list::left ( list_comprehension::left [ x for_in_clause::left for x in subscript::left var_4 [ 0 ] subscript::right for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left x . isalpha attribute::right argument_list::left ( ) argument_list::right call::right and call::left attribute::left x . isupper attribute::right argument_list::left ( ) argument_list::right call::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right - call::left len argument_list::left ( list_comprehension::left [ x for_in_clause::left for x in subscript::left var_4 [ 0 ] subscript::right for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left x . isalpha attribute::right argument_list::left ( ) argument_list::right call::right and call::left attribute::left x . islower attribute::right argument_list::left ( ) argument_list::right call::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right for_statement::left for var_3 in var_4 : block::left expression_statement::left assignment::left var_5 = binary_operator::left call::left len argument_list::left ( list_comprehension::left [ x for_in_clause::left for x in var_3 for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left x . isalpha attribute::right argument_list::left ( ) argument_list::right call::right and call::left attribute::left x . isupper attribute::right argument_list::left ( ) argument_list::right call::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right - call::left len argument_list::left ( list_comprehension::left [ x for_in_clause::left for x in var_3 for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left x . isalpha attribute::right argument_list::left ( ) argument_list::right call::right and call::left attribute::left x . islower attribute::right argument_list::left ( ) argument_list::right call::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_5 > var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_1 = var_3 assignment::right expression_statement::right expression_statement::left assignment::left var_2 = var_5 assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right expression_statement::left assignment::left var_6 = binary_operator::left binary_operator::left class_name + string::left "" . "" string::right binary_operator::right + var_1 binary_operator::right assignment::right expression_statement::right return_statement::left return var_6 return_statement::right module::right",1
87,"    return [x for x in strings if x.startswith(prefix)]
","    return [x for x in strings if x.startswith(prefix)]
",module::left return_statement::left return list_comprehension::left [ x for_in_clause::left for x in strings for_in_clause::right if_clause::left if call::left attribute::left x . startswith attribute::right argument_list::left ( prefix ) argument_list::right call::right if_clause::right ] list_comprehension::right return_statement::right module::right,1
88,"def largest_prime_factor(n: int):
    """"""Return the largest prime factor of n. Assume n > 1 and is not a prime.
    >>> largest_prime_factor","def largest_prime_factor(var_1: int):
    """"""Return the largest prime factor of var_1. Assume var_1 > 1 and is not a prime.
    >>> largest_prime_factor","module::left function_definition::left def largest_prime_factor parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right : ERROR::left """""" Return the largest prime factor of attribute::left var_1 . Assume attribute::right ERROR::right block::left expression_statement::left boolean_operator::left comparison_operator::left var_1 > 1 comparison_operator::right and comparison_operator::left is ERROR::left not a prime . >> ERROR::right > largest_prime_factor comparison_operator::right boolean_operator::right expression_statement::right block::right function_definition::right module::right",0
89,"    smallest = list(filter(lambda x: x < 0, lst))
    largest = list(filter(lambda x: x > 0, lst))
    return (max(smallest) if smallest else None, min(largest) if largest else None)
","    var_1 = list(filter(lambda x: x < 0, lst))
    var_2 = list(filter(lambda x: x > 0, lst))
    return (max(var_1) if var_1 else None, min(var_2) if var_2 else None)
","module::left expression_statement::left assignment::left var_1 = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x < 0 comparison_operator::right lambda::right , lst ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : comparison_operator::left x > 0 comparison_operator::right lambda::right , lst ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return tuple::left ( conditional_expression::left call::left max argument_list::left ( var_1 ) argument_list::right call::right if var_1 else None conditional_expression::right , conditional_expression::left call::left min argument_list::left ( var_2 ) argument_list::right call::right if var_2 else None conditional_expression::right ) tuple::right return_statement::right module::right",1
90,"def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.","def parse_nested_parens(var_1: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.","module::left function_definition::left def parse_nested_parens parameters::left ( typed_parameter::left var_1 : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : ERROR::left """""" Input to this function is ERROR::left a string represented multiple groups for nested parentheses separated by ERROR::right spaces . ERROR::right  function_definition::right module::right",0
91,"    return encode_cyclic(encode_cyclic(s))
","    return encode_cyclic(encode_cyclic(s))
",module::left return_statement::left return call::left encode_cyclic argument_list::left ( call::left encode_cyclic argument_list::left ( s ) argument_list::right call::right ) argument_list::right call::right return_statement::right module::right,1
92,"def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return [num for num in l if num > 0]","def get_positive(var_1: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return [num for num in var_1 if num > 0]","module::left function_definition::left def get_positive parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
     """""" string::right expression_statement::right return_statement::left return list_comprehension::left [ num for_in_clause::left for num in var_1 for_in_clause::right if_clause::left if comparison_operator::left num > 0 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",0
93,"def filter_integers(values: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    result = []
    for item in values:
        if isinstance(item, int):
            result.append(item)
    return result","def filter_integers(var_1: List[Any]) -> List[int]:
    """""" Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
    """"""
    var_2 = []
    for var_3 in var_1:
        if isinstance(var_3, int):
            var_2.append(var_3)
    return var_2","module::left function_definition::left def filter_integers parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left Any type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left string::left """"""  Filter given list of any python values only for integers
    >>> filter_integers(['a', 3.14, 5])
    [5]
    >>> filter_integers([1, 2, 3, 'abc', {}, []])
    [1, 2, 3]
     """""" string::right expression_statement::right expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if call::left isinstance argument_list::left ( var_3 , int ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_3 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",0
94,"    return sum([math.ceil(sum(arr)/capacity) for arr in grid])
","    return sum([math.ceil(sum(arr)/capacity) for arr in grid])
",module::left return_statement::left return call::left sum argument_list::left ( list_comprehension::left [ call::left attribute::left math . ceil attribute::right argument_list::left ( binary_operator::left call::left sum argument_list::left ( arr ) argument_list::right call::right / capacity binary_operator::right ) argument_list::right call::right for_in_clause::left for arr in grid for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right module::right,1
95,"    d = 'abcdefghijklmnopqrstuvwxyz'
    out = ''
    for c in s:
        if c in d:
            out += d[(d.index(c)+2*2) % 26]
        else:
            out += c
    return out
","    var_1 = 'abcdefghijklmnopqrstuvwxyz'
    var_2 = ''
    for var_3 in var_4:
        if var_3 in var_1:
            var_2 += var_1[(var_1.index(var_3)+2*2) % 26]
        else:
            var_2 += var_3
    return var_2
",module::left expression_statement::left assignment::left var_1 = string::left ' abcdefghijklmnopqrstuvwxyz ' string::right assignment::right expression_statement::right expression_statement::left assignment::left var_2 = string::left ' ' string::right assignment::right expression_statement::right for_statement::left for var_3 in var_4 : block::left if_statement::left if comparison_operator::left var_3 in var_1 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += subscript::left var_1 [ binary_operator::left parenthesized_expression::left ( binary_operator::left call::left attribute::left var_1 . index attribute::right argument_list::left ( var_3 ) argument_list::right call::right + binary_operator::left 2 * 2 binary_operator::right binary_operator::right ) parenthesized_expression::right % 26 binary_operator::right ] subscript::right augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right module::right,1
